                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
-13.4207813418803497 	   6.6568522009040079 
-13.3975144961105581 	   6.6136239163364658 
-13.3742207500311441 	   6.5705013404622434 
-13.3509014066556180 	   6.5274852177688034 
-13.3275577914076457 	   6.4845762888349174 
-13.3041912522221804 	   6.4417752900829042 
-13.2808031596390244 	   6.3990829535306881 
-13.2573949068900081 	   6.3565000065403012 
-13.2339679099819172 	   6.3140271715605722 
-13.2105236077684456 	   6.2716651658736069 
-13.1870634620249998 	   6.2294147013220513 
-13.1635889575063931 	   6.1872764840510230 
-13.1401016020054371 	   6.1452512142327445 
-13.1166029264010753 	   6.1033395857942212 
-13.0930944847007567 	   6.0615422861391268 
-13.0695778540740086 	   6.0198599958679813 
-13.0460546348817115 	   5.9782933884903446 
-13.0225264506936771 	   5.9368431301399829 
-12.9989949483001546 	   5.8955098792840088 
-12.9754617977166458 	   5.8542942864261436 
-12.9519286921794858 	   5.8131969938081811 
-12.9283973481302628 	   5.7722186351142142 
-12.9048695051969240 	   5.7313598351609762 
-12.8813469261625730 	   5.6906212095926030 
-12.8578313969227214 	   5.6500033645771293 
-12.8343247264420039 	   5.6095068964830812 
-12.8108287466916391 	   5.5691323915735458 
-12.7873453125838790 	   5.5288804256838313 
-12.7638763018917469 	   5.4887515639072211 
-12.7404236151663230 	   5.4487463602632387 
-12.7169891756348594 	   5.4088653573817096 
-12.6935749290963340 	   5.3691090861693818 
-12.6701828438009052 	   5.3294780654857155 
-12.6468149103185112 	   5.2899728018178234 
-12.6234731414065653 	   5.2505937889328598 
-12.6001595718536468 	   5.2113415075559617 
-12.5768762583188476 	   5.1722164250326230 
-12.5536252791580019 	   5.1332189949937845 
-12.5304087342413482 	   5.0943496570138000 
-12.5072287447558637 	   5.0556088362749083 
-12.4840874529975139 	   5.0169969432280892 
-12.4609870221524357 	   4.9785143732509347 
-12.4379296360646237 	   4.9401615063088524 
-12.4149174989913558 	   4.9019387066158862 
-12.3919528353292510 	   4.8638463223394810 
-12.3690378894206585 	   4.8258846850710846 
-12.3461749251607813 	   4.7880541097667884 
-12.3233662257814576 	   4.7503548942149889 
-12.3006140935197070 	   4.7127873187582114 
-12.2779208492962919 	   4.6753516459636071 
-12.2552888324155163 	   4.6380481202017947 
-12.2327204001699759 	   4.6008769674428898 
-12.2102179275170251 	   4.5638383948330983 
-12.1877838066979898 	   4.5269325903873803 
-12.1654204468570875 	   4.4901597226516490 
-12.1431302731324955 	   4.4535199417689206 
-12.1209157282542996 	   4.4170133736881256 
-12.0987792691539493 	   4.3806401279016525 
-12.0767233684785662 	   4.3444002918326872 
-12.0547505136577211 	   4.3082939318251139 
-12.0328632064434498 	   4.2723210928222031 
-12.0110639624320665 	   4.2364817980598266 
-11.9893553105747017 	   4.2007760487588994 
-11.9677397926738340 	   4.1652038238253031 
-11.9462199628706447 	   4.1297650795421958 
-11.9247983871119327 	   4.0944597492873882 
-11.9034776426109143 	   4.0592877432367329 
-11.8822603172909051 	   4.0242489480845682 
-11.8611490092199645 	   3.9893432267583182 
-11.8401463260257351 	   3.9545704181584345 
-11.8192548843093643 	   3.9199303368728353 
-11.7984773090331814 	   3.8854227729338660 
-11.7778162329073552 	   3.8510474915514794 
-11.7572742957571474 	   3.8168042328724860 
-11.7368541438817910 	   3.7826927117367735 
-11.7165584293997558 	   3.7487126174454493 
-11.6963898095854386 	   3.7148636135273159 
-11.6763509461885704 	   3.6811453375297885 
-11.6564445047457710 	   3.6475574008078051 
-11.6366731538854449 	   3.6140993883086074 
-11.6170395646102751 	   3.5807708583973539 
-11.5975464095812644 	   3.5475713426578217 
-11.5781963607250820 	   3.5145003511879653 
-11.5589920949075928 	   3.4815573513472602 
-11.5399362838632733 	   3.4487417981694612 
-11.5210315994621730 	   3.4160531144777786 
-11.5022807114748673 	   3.3834906955364858 
-11.4836862867949030 	   3.3510539089188311 
-11.4652509886496397 	   3.3187420943959269 
-11.4469774758059533 	   3.2865545638265603 
-11.4288684017671258 	   3.2544906010599517 
-11.4109264139603734 	   3.2225494618573465 
-11.3931541529200562 	   3.1907303738147070 
-11.3755542514631163 	   3.1590325363007370 
-11.3581293338573186 	   3.1274551204099832 
-11.3408820149852456 	   3.0959972689221309 
-11.3238148995001158 	   3.0646580962823786 
-11.3069305809827139 	   3.0334366885733983 
-11.2902316410844339 	   3.0023321035319879 
-11.2737206486750150 	   2.9713433705469456 
-11.2574001589817119 	   2.9404694906878279 
-11.2412727127243848 	   2.9097094367490404 
-11.2253408352554107 	   2.8790621532805445 
-11.2096070356852255 	   2.8485265566749076 
-11.1940738060190359 	   2.8181015352217442 
-11.1787436202821162 	   2.7877859492117301 
-11.1636189336496745 	   2.7575786310356198 
-11.1487021815771516 	   2.7274783852939071 
-11.1339957789251116 	   2.6974839889424582 
-11.1195021190903152 	   2.6675941914321215 
-11.1052235731467785 	   2.6378077148236652 
-11.0911624889415510 	   2.6081232541178974 
-11.0773211903204203 	   2.5785394770589640 
-11.0637019761493747 	   2.5490550248291126 
-11.0503071195295277 	   2.5196685119551012 
-11.0371388669296771 	   2.4903785265941258 
-11.0241994373142607 	   2.4611836308765862 
-11.0114910213755799 	   2.4320823608233484 
-10.9990157805908275 	   2.4030732270823933 
-10.9867758464582721 	   2.3741547149107576 
-10.9747733196553128 	   2.3453252845490389 
-10.9630102692246840 	   2.3165833715166024 
-10.9514887317642327 	   2.2879273869408374 
-10.9402107106276389 	   2.2593557178906796 
-10.9291781751328454 	   2.2308667277278911 
-10.9183930597843499 	   2.2024587564547207 
-10.9078572634968882 	   2.1741301211146919 
-10.8975726488447879 	   2.1458791161370971 
-10.8875410413052247 	   2.1177040137762289 
-10.8777642285273259 	   2.0896030644977857 
-10.8682439596080656 	   2.0615744974024746 
-10.8589819443826610 	   2.0336165206557815 
-10.8499798522408302 	   2.0057273245648961 
-10.8412393132597984 	   1.9779050722556888 
-10.8327619149718846 	   1.9501479139023152 
-10.8245492011587903 	   1.9224539907649396 
-10.8166026788588674 	   1.8948213927390185 
-10.8089238064893873 	   1.8672482217100907 
-10.8015140003000525 	   1.8397325527585859 
-10.7943746321119249 	   1.8122724439716396 
-10.7875070287519002 	   1.7848659369411883 
-10.7809124714904403 	   1.7575110573533705 
-10.7745921955110049 	   1.7302058155101323 
-10.7685473893889263 	   1.7029482069103363 
-10.7627791945935698 	   1.6757362128159465 
-10.7572887050092501 	   1.6485678008278279 
-10.7520769664737301 	   1.6214409254816078 
-10.7471449763414206 	   1.5943535288213921 
-10.7424936830508546 	   1.5673035410866818 
-10.7381239857279880 	   1.5402888813089024 
-10.7340367338765574 	   1.5133074574447405 
-10.7302327268597573 	   1.4863571681197603 
-10.7267127137668599 	   1.4594359018316161 
-10.7234773929291194 	   1.4325415387847185 
-10.7205274117163842 	   1.4056719508933704 
-10.7178633662487908 	   1.3788250025467694 
-10.7154858011527008 	   1.3519985512187149 
-10.7133952093395894 	   1.3251904480727190 
-10.7115920318164903 	   1.2983985384890031 
-10.7100766575302409 	   1.2716206624874644 
-10.7088494226145823 	   1.2448546604529622 
-10.7079106088490352 	   1.2180983866631976 
-10.7072604524947650 	   1.1913496314863210 
-10.7068991305117613 	   1.1646062409532458 
-10.7068267692686536 	   1.1378660416405544 
-10.7070434424176746 	   1.1111268592532786 
-10.7075491708797479 	   1.0843865192489155 
-10.7083439228453319 	   1.0576428475316419 
-10.7094276137788267 	   1.0308936713504775 
-10.7108001065477119 	   1.0041368191507603 
-10.7124612114822781 	   0.9773701213017518 
-10.7144106864378728 	   0.9505914110630499 
-10.7166482371694851 	   0.9237985222438925 
-10.7191735171349034 	   0.8969892934144553 
-10.7219861220323693 	   0.8701616379390935 
-10.7250856086886923 	   0.8433133179800576 
-10.7284714716960323 	   0.8164422288295287 
-10.7321431571803227 	   0.7895462373202602 
-10.7361000602209753 	   0.7626232160212463 
-10.7403415262002060 	   0.7356710278203662 
-10.7448668430161067 	   0.7086876456306060 
-10.7496752595726015 	   0.6816708866904734 
-10.7547659669264242 	   0.6546186939538260 
-10.7601381063027848 	   0.6275290305993436 
-10.7657907715878434 	   0.6003998449083083 
-10.7717229916541370 	   0.5732294041921914 
-10.7779338726295233 	   0.5460135728095319 
-10.7844222689408191 	   0.5187520183871069 
-10.7911870046774006 	   0.4914444261404392 
-10.7982270374592364 	   0.4640866997930503 
-10.8055411592148936 	   0.4366771746819204 
-10.8131281307763789 	   0.4092138939243139 
-10.8209866666852790 	   0.3816949428352001 
