                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
-13.9169793635137911 	  -5.1696395565468611 
-13.6818203436131824 	  -4.7226087345389969 
-13.4429068101516727 	  -4.2858114617301108 
-13.2015321222618258 	  -3.8600052097255970 
-12.9592155847886055 	  -3.4458974632664554 
-12.7177056721730324 	  -3.0441190250925536 
-12.4789754529884611 	  -2.6551945581461145 
-12.2452086255256098 	  -2.2795112333063905 
-12.0187747968777199 	  -1.9172867970873262 
-11.8021930955209609 	  -1.5685385778605281 
-11.5980837912945542 	  -1.2330553736549086 
-11.4091083991339328 	  -0.9103743083934676 
-11.2378996614521594 	  -0.5997647752900549 
-11.0869837761861820 	  -0.3002215616622160 
-10.9586982057751694 	  -0.0104688210555550 
-10.8551092173168886 	   0.2710239317687672 
-10.7779338726295233 	   0.5460135728095319 
-10.7284714716960323 	   0.8164422288295287 
-10.7075491708797479 	   1.0843865192489155 
-10.7154858011527008 	   1.3519985512187149 
-10.7520769664737301 	   1.6214409254816078 
-10.8166026788588674 	   1.8948213927390185 
-10.9078572634968882 	   2.1741301211146919 
-11.0241994373142607 	   2.4611836308765862 
-11.1636189336496745 	   2.7575786310356198 
-11.3238148995001158 	   3.0646580962823786 
-11.5022807114748673 	   3.3834906955364858 
-11.6963898095854386 	   3.7148636135273159 
-11.9034776426109143 	   4.0592877432367329 
-12.1209157282542996 	   4.4170133736881256 
-12.3461749251607813 	   4.7880541097667884 
-12.5768762583188476 	   5.1722164250326230 
-12.8108287466916391 	   5.5691323915735458 
-13.0460546348817115 	   5.9782933884903446 
-13.2808031596390244 	   6.3990829535306881 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
-13.6580721251847361 	  -6.0861957424544748 
-13.4331590068130549 	  -5.6151384898990324 
-13.2015195822306879 	  -5.1527255905434490 
-12.9639630105201071 	  -4.6998400892794354 
-12.7215190007932168 	  -4.2573720557648382 
-12.4754572798814802 	  -3.8261976359515861 
-12.2273027045061919 	  -3.4071535639161428 
-11.9788440290033069 	  -3.0010072456551642 
-11.7321341851770260 	  -2.6084229085723440 
-11.4894799435049801 	  -2.2299247088306378 
-11.2534190325614905 	  -1.8658581195975399 
-11.0266832004665787 	  -1.5163515729875929 
-10.8121464578863495 	  -1.1812804995277297 
-10.6127586391688364 	  -0.8602364652873140 
-10.4314655931370339 	  -0.5525041876557663 
-10.2711185948734727 	  -0.2570490153423140 
-10.1343768298754764 	   0.0274824833918727 
-10.0236080068773603 	   0.3027472959908908 
 -9.9407929986748265 	   0.5706752629381943 
 -9.8874409413990367 	   0.8334221811728869 
 -9.8645210275643649 	   1.0933098881187180 
 -9.8724164540459078 	   1.3527552937236111 
 -9.9109047300971174 	   1.6141915974830088 
 -9.9791662427907379 	   1.8799883021718578 
-10.0758208207903159 	   2.1523744699703369 
-10.1989895803106538 	   2.4333704501919291 
-10.3463771644790725 	   2.7247326395260525 
-10.5153680585999822 	   3.0279140230745014 
-10.7031298580387855 	   3.3440419977865230 
-10.9067164632145115 	   3.6739132284967972 
-11.1231650050528970 	   4.0180038063775712 
-11.3495815652377789 	   4.3764921558070800 
-11.5832124314685654 	   4.7492913126291452 
-11.8214992185227228 	   5.1360872043595380 
-12.0621176670246744 	   5.5363797364974650 
-12.3030011205804968 	   5.9495239263446553 
-12.5423504976530396 	   6.3747689488435153 
-12.7786330521867306 	   6.8112935832069068 
-13.0105723853180955 	   7.2582371440237248 
                -nan 	                 -nan 
-13.1719206384470127 	  -6.5721296148389481 
-12.9560521503907964 	  -6.0870874400903556 
-12.7318759130873893 	  -5.6096536105565562 
-12.4999029003376680 	  -5.1407653744039363 
-12.2608531714525704 	  -4.6814006586245434 
-12.0156839250881013 	  -4.2325617815052308 
-11.7656156757615840 	  -3.7952538806937524 
-11.5121545358250046 	  -3.3704576650597344 
-11.2571082027581895 	  -2.9590963968445791 
-11.0025929675561240 	  -2.5619974120406619 
-10.7510289283586697 	  -2.1798490522136817 
-10.5051207359041356 	  -1.8131544017627115 
-10.2678215892155773 	  -1.4621840045925387 
-10.0422790039788730 	  -1.1269302073476029 
 -9.8317619680317812 	  -0.8070663905212132 
 -9.6395705302623647 	  -0.5019146462458776 
 -9.4689305129815047 	  -0.2104254035444732 
 -9.3228777387595922 	   0.0688275139176148 
 -9.2041378272655958 	   0.3376338868836445 
 -9.1150089367743163 	   0.5981146186556666 
 -9.0572557397111364 	   0.8526686844752954 
 -9.0320229489874393 	   1.1039024403696223 
 -9.0397759128793638 	   1.3545438704597046 
 -9.0802741634118860 	   1.6073462178903140 
 -9.1525808184257578 	   1.8649890263153246 
 -9.2551076624425885 	   2.1299830607508481 
 -9.3856922796138793 	   2.4045862985719455 
 -9.5417006233288681 	   2.6907370300632745 
 -9.7201464139002063 	   2.9900078533282639 
 -9.9178178149414506 	   3.3035822507982764 
-10.1314021590979841 	   3.6322530169783258 
-10.3576008126130716 	   3.9764398591533570 
-10.5932282228736252 	   4.3362222696743675 
-10.8352915189163905 	   4.7113830064772735 
-11.0810492178781548 	   5.1014576326129948 
-11.3280495202890314 	   5.5057859592492990 
-11.5741500901632826 	   5.9235620448218524 
-11.8175221253849720 	   6.3538802883956027 
-12.0566419468935244 	   6.7957760399632106 
-12.2902733682712881 	   7.2482599261208875 
-12.6821408049651279 	  -7.0844762764313804 
-12.4786858858953664 	  -6.5865024632560374 
-12.2657388236210938 	  -6.0949208359102620 
-12.0435035302460527 	  -5.6106723280712263 
-11.8123665818222303 	  -5.1347686945721867 
-11.5729310396670471 	  -4.6682826532026365 
-11.3260512196476864 	  -4.2123326928912332 
-11.0728667212694454 	  -3.7680616508747855 
-10.8148334546717990 	  -3.3366083361510088 
-10.5537488395517673 	  -2.9190717807813540 
-10.2917678662054879 	  -2.5164681590319264 
-10.0314063913300640 	  -2.1296810650511291 
 -9.7755280171642021 	  -1.7594065944648281 
 -9.5273112580656250 	  -1.4060954929696918 
 -9.2901944742194207 	  -1.0698956385829219 
 -9.0677973766871034 	  -0.7505986619865589 
 -8.8638195886500846 	  -0.4475952512405402 
 -8.6819188377496186 	  -0.1598437654555036 
 -8.5255736032262508 	   0.1141432360415554 
 -8.3979373282772691 	   0.3762906892023172 
 -8.3016933316273445 	   0.6289282728665061 
 -8.2389211247564234 	   0.8747313112938712 
 -8.2109853535149941 	   1.1166376708538486 
 -8.2184579138823892 	   1.3577437206604246 
 -8.2610817290223579 	   1.6011852529327923 
 -8.3377807119680423 	   1.8500134584184555 
 -8.4467159478588130 	   2.1070753862439902 
 -8.5853831379232002 	   2.3749090230093968 
 -8.7507421098414024 	   2.6556613027529048 
 -8.9393664199671612 	   2.9510342805169607 
 -9.1476000318661388 	   3.2622613097883866 
 -9.3717088513850690 	   3.5901115481884043 
 -9.6080169977626557 	   3.9349186267321659 
 -9.8530207541836354 	   4.2966274764608317 
-10.1034763560736121 	   4.6748528470033053 
-10.3564607919461533 	   5.0689433214819157 
-10.6094072164531799 	   5.4780455420683207 
-10.8601182358851513 	   5.9011646270162732 
-11.1067612436656855 	   6.3372180716962614 
-11.3478502521964977 	   6.7850816325324121 
-11.5822184469934797 	   7.2436266929257060 
-11.9937649372422204 	  -7.1135659672159290 
-11.7954313279152974 	  -6.6092047214856917 
-11.5867873514805346 	  -6.1108002519952542 
-11.3678887916516427 	  -5.6193399721983130 
-11.1389711501277144 	  -5.1359028581843127 
-10.9004891087125060 	  -4.6616523544685178 
-10.6531585950180343 	  -4.1978233767164026 
-10.3979997498642991 	  -3.7457021614078752 
-10.1363783665043954 	  -3.3065977874563743 
 -9.8700425718744675 	  -2.8818044867969670 
 -9.6011507643407104 	  -2.4725543603486222 
 -9.3322862327403744 	  -2.0799608432364614 
 -9.0664535958154424 	  -1.7049542504256603 
 -8.8070524036588260 	  -1.3482117879766660 
 -8.5578239902396671 	  -1.0100856793102573 
 -8.3227690987750940 	  -0.6905340241921381 
 -8.1060358016293623 	  -0.3890599297057368 
 -7.9117797734285418 	  -0.1046648755458041 
 -7.7440018603733733 	   0.1641776111589913 
 -7.6063709799526702 	   0.4195223693240745 
 -7.5020434264495810 	   0.6639226302868176 
 -7.4334923720567856 	   0.9003661592796205 
 -7.4023629004939613 	   1.1321784941502118 
 -7.4093677770156550 	   1.3628963780278689 
 -7.4542366756908418 	   1.5961189142809824 
 -7.5357261332996357 	   1.8353495936109030 
 -7.6516906808932443 	   2.0838431637783250 
 -7.7992080933467287 	   2.3444721135595681 
 -7.9747454781795293 	   2.6196247458315374 
 -8.1743491169399398 	   2.9111420766743792 
 -8.3938400181539823 	   3.2202953454639855 
 -8.6289988493699195 	   3.5478008206972391 
 -8.8757274807198652 	   3.8938649712122970 
 -9.1301789614054041 	   4.2582510234002857 
