                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
                -nan 	                 -nan 
-13.0832730706570999 	   7.2594957239304900 
-13.0105723853180955 	   7.2582371440237248 
-12.9379932419558266 	   7.2570235694810625 
-12.8655358069056973 	   7.2558557871914360 
-12.7932002352461289 	   7.2547345916236337 
-12.7209866640117468 	   7.2536607961986972 
-12.6488952215625403 	   7.2526352160864116 
-12.5769260205319515 	   7.2516586800408502 
-12.5050791591008004 	   7.2507320274710469 
-12.4333547205633952 	   7.2498561085190296 
-12.3617527728873338 	   7.2490317841318976 
-12.2902733682712881 	   7.2482599261208875 
-12.2189165426735578 	   7.2475414172456132 
-12.1476823153587130 	   7.2468771512562578 
-12.0765706884093138 	   7.2462680329683478 
-12.0055816462362230 	   7.2457149783218346 
-11.9347151550939632 	   7.2452189144166823 
-11.8639711625544564 	   7.2447807795873738 
-11.7933495969997093 	   7.2444015234339956 
-11.7228503670920201 	   7.2440821068657106 
-11.6524733612291715 	   7.2438235021457498 
-11.5822184469934797 	   7.2436266929257060 
-11.5120854705956503 	   7.2434926742682393 
-11.4420742563011171 	   7.2434224526728244 
-11.3721846058388714 	   7.2434170461053666 
-11.3024162978187910 	   7.2434774839961626 
-11.2327690871152353 	   7.2436048072617698 
-11.1632427042511768 	   7.2438000683049344 
-11.0938368547799584 	   7.2440643309973014 
-11.0245512186279520 	   7.2443986706897396 
-10.9553854494545231 	   7.2448041741797873 
-10.8863391739872757 	   7.2452819396878079 
-10.8174119913411104 	   7.2458330768313308 
-10.7486034723332509 	   7.2464587065815520 
-10.6799131587877909 	   7.2471599612097508 
-10.6113405628206774 	   7.2479379842347642 
-10.5428851661204011 	   7.2487939303517726 
-10.4745464192083428 	   7.2497289653618475 
-10.4063237406987881 	   7.2507442660774579 
-10.3382165165331141 	   7.2518410202347514 
-10.2702240992207514 	   7.2530204263724558 
-10.2023458070441588 	   7.2542836937280351 
-10.1345809232768342 	   7.2556320420933780 
-10.0669286953710291 	   7.2570667016796602 
 -9.9993883341479393 	   7.2585889129531225 
 -9.9319590129631763 	   7.2601999264733950 
 -9.8646398668716859 	   7.2619010027049491 
 -9.7974299917779426 	   7.2636934118189123 
 -9.7303284435774007 	   7.2655784334772111 
 -9.6633342372791908 	   7.2675573566101139 
 -9.5964463461313194 	   7.2696314791635599 
 -9.5296637007241092 	   7.2718021078418973 
 -9.4629851880953861 	   7.2740705578212603 
 -9.3964096508114512 	   7.2764381524600275 
 -9.3299358860548356 	   7.2789062229740855 
 -9.2635626446925095 	   7.2814761081035551 
 -9.1972886303415926 	   7.2841491537536349 
 -9.1311124984233896 	   7.2869267126185173 
 -9.0650328552393322 	   7.2898101437481344 
 -8.9990482569094326 	   7.2928008122545371 
 -8.9331572085630526 	   7.2959000886732026 
 -8.8673581632710263 	   7.2991093486183267 
 -8.8016495210904910 	   7.3024299722629209 
 -8.7360296280920018 	   7.3058633438137939 
 -8.6704967753807836 	   7.3094108509629052 
 -8.6050491981086097 	   7.3130738843184435 
 -8.5396850744920609 	   7.3168538368001244 
 -8.4744025248317438 	   7.3207521030043488 
 -8.4091996105230002 	   7.3247700785485197 
 -8.3440743330795968 	   7.3289091593735964 
 -8.2790246331505362 	   7.3331707410248050 
 -8.2140483895479246 	   7.3375562178931393 
 -8.1491434182789337 	   7.3420669824250329 
 -8.0843074715809831 	   7.3467044243011426 
 -8.0195382369711332 	   7.3514699295746606 
 -7.9548333363008021 	   7.3563648797778987 
 -7.8901903248268983 	   7.3613906509876568 
 -7.8256066902874233 	   7.3665486128604680 
 -7.7610798520054924 	   7.3718401276178565 
 -7.6966071599951551 	   7.3772665490051237 
 -7.6321858941004574 	   7.3828292211976612 
 -7.5678132631465260 	   7.3885294776739370 
 -7.5034864041162797 	   7.3943686400446751 
 -7.4392023813537147 	   7.4003480168383051 
 -7.3749581857928739 	   7.4064689022453871 
 -7.3107507342196767 	   7.4127325748163910 
 -7.2465768685667937 	   7.4191402961154571 
 -7.1824333552409412 	   7.4256933093310122 
 -7.1183168844923870 	   7.4323928378379751 
 -7.0542240698231726 	   7.4392400837156787 
 -6.9901514474424840 	   7.4462362262170023 
 -6.9260954757661777 	   7.4533824201933170 
 -6.8620525349698562 	   7.4606797944696508 
 -6.7980189265946667 	   7.4681294501738966 
 -6.7339908732123526 	   7.4757324590169558 
 -6.6699645181483556 	   7.4834898615277652 
 -6.6059359252732186 	   7.4914026652384003 
 -6.5419010788607235 	   7.4994718428232021 
 -6.4778558835184468 	   7.5076983301913236 
 -6.4137961641973966 	   7.5160830245309231 
 -6.3497176672856188 	   7.5246267814602712 
 -6.2856160566096495 	   7.5333304165115660 
 -6.2214869201849776 	   7.5421946975391885 
 -6.1573257660791310 	   7.5512203464084848 
 -6.0931280240346517 	   7.5604080358238583 
 -6.0288890460229698 	   7.5697583871159768 
 -5.9646041069090829 	   7.5792719679876344 
 -5.9002684052227892 	   7.5889492902262337 
 -5.8358770640509281 	   7.5987908073783172 
 -5.7714251320459242 	   7.6087969123948014 
 -5.7069075845627948 	   7.6189679352443660 
 -5.6423193249239834 	   7.6293041405013655 
 -5.5776551858201762 	   7.6398057249090865 
 -5.5129099308492879 	   7.6504728149231038 
 -5.4480782561992109 	   7.6613054642378655 
 -5.3831547924790026 	   7.6723036512999672 
 -5.3181341067034644 	   7.6834672768124497 
 -5.2530107044327385 	   7.6947961612357361 
 -5.1877790320716235 	   7.7062900422899450 
 -5.1224334793379436 	   7.7179485724603456 
 -5.0569683818956666 	   7.7297713165162492 
 -4.9913780241604693 	   7.7417577490467044 
 -4.9256566422816181 	   7.7539072520184860 
 -4.8597984272999195 	   7.7662191123649595 
 -4.7937975284900691 	   7.7786925196091907 
 -4.7276480568820043 	   7.7913265635327367 
 -4.6613440889701137 	   7.8041202318936262 
 -4.5948796706075496 	   7.8170724082036749 
 -4.5282488210890275 	   7.8301818695717404 
 -4.4614455374203397 	   7.8434472846225853 
 -4.3944637987781583 	   7.8568672114979767 
 -4.3272975711559543 	   7.8704400959508352 
 -4.2599408121962261 	   7.8841642695407952 
 -4.1923874762097242 	   7.8980379479392067 
 -4.1246315193753382 	   7.9120592293551262 
 -4.0566669051176518 	   7.9262260930917670 
 -3.9884876096646784 	   7.9405363982401980 
 -3.9200876277734258 	   7.9549878825238789 
 -3.8514609786295586 	   7.9695781612982293 
 -3.7826017118532835 	   7.9843047267453846 
 -3.7135039137763970 	   7.9991649471900139 
 -3.6441617137364544 	   8.0141560666664819 
 -3.5745692905716759 	   8.0292752046525688 
 -3.5047208792275466 	   8.0445193560184087 
 -3.4346107774811019 	   8.0598853911919424 
 -3.3642333527728754 	   8.0753700565493425 
 -3.2935830490910987 	   8.0909699750569661 
 -3.2226543940110997 	   8.1066816471242209 
 -3.1514420057195980 	   8.1225014517408241 
 -3.0799406001247860 	   8.1384256478565575 
 -3.0081449979906738 	   8.1544503760294020 
 -2.9360501320841501 	   8.1705716603455869 
 -2.8636510543262021 	   8.1867854106133695 
 -2.7909429428826149 	   8.2030874248510752 
 -2.7179211092899331 	   8.2194733920322651 
 -2.6445810054391754 	   8.2359388951464041 
 -2.5709182305236289 	   8.2524794145311660 
 -2.4969285378656414 	   8.2690903314998039 
 -2.4226078416247332 	   8.2857669322542300 
 -2.3479522233563408 	   8.3025044120849838 
 -2.2729579384005278 	   8.3192978798544637 
 -2.1976214220833206 	   8.3361423627572719 
 -2.1219392956949212 	   8.3530328113564210 
 -2.0459083722428768 	   8.3699641048816034 
 -1.9695256619408268 	   8.3869310567868283 
 -1.8927883774135776 	   8.4039284205567331 
 -1.8156939386120814 	   8.4209508957457704 
 -1.7382399773967028 	   8.4379931342444117 
 -1.6604243417769333 	   8.4550497467558117 
 -1.5822450998023732 	   8.4721153094637867 
 -1.5037005822558183 	   8.4891843690625315 
 -1.4247892321270854 	   8.5062514575480055 
 -1.3455098332879842 	   8.5233110870442435 
 -1.2658613649408648 	   8.5403577656806640 
 -1.1858430397269217 	   8.5573860027324109 
 -1.1054543044829590 	   8.5743903161567587 
 -1.0246948435904688 	   8.5913652397882405 
 -0.9435645758385762 	   8.6083053313663509 
 -0.8620636567446791 	   8.6252051797749782 
 -0.7801924774660663 	   8.6420594126688641 
 -0.6979516638126055 	   8.6588627039808070 
 -0.6153420747812079 	   8.6756097813655746 
 -0.5323648005987980 	   8.6922954335591776 
 -0.4490211602932259 	   8.7089145176252512 
 -0.3653126988087665 	   8.7254619660625252 
 -0.2812411836367668 	   8.7419327937571065 
 -0.1968086010040380 	   8.7583221047497961 
 -0.1120171516401791 	   8.7746250987932584 
 -0.0268692460822468 	   8.7908370776908153 
  0.0586325003984791 	   8.8069534513779342 
